"section"	"date"	"url"	"snippet"
"24"	"World"	"2015-04-06T15:46:49Z"	"http://www.nytimes.com/reuters/2015/04/06/world/middleeast/06reuters-iran-nuclear-hezbollah.html"	"The leader of Lebanon's Hezbollah said on Monday that a framework nuclear agreement that Iran reached with world powers last week rules out the specter of regional war."
"25"	"World"	"2015-04-06T15:45:26Z"	"http://www.nytimes.com/aponline/2015/04/06/world/americas/ap-lt-argentina-debt-standoff.html"	"The central bank sent regulators to inspect Citibank's local headquarters Monday after the leader of the branch was suspended amid a legal battle over Argentina's debt."
"26"	"World"	"2015-04-06T15:26:43Z"	"http://www.nytimes.com/reuters/2015/04/06/world/europe/06reuters-refinery-marathon-pete-safety.html"	"U.S. workplace regulators are probing accident data reported by Marathon Petroleum Corp at its huge Texas refinery, as laborers and union representatives raise concerns that safety practices implemented a decade ago following a deadly explosion are..."
"27"	"World"	"2015-04-06T15:23:22Z"	"http://www.nytimes.com/aponline/2015/04/06/world/americas/ap-lt-mexico-gasoline-deaths.html"	"The death toll in a gasoline truck explosion in southern Mexico has risen to 18 with the death of a 38-year-old woman."
"28"	"World"	"2015-04-06T15:21:34Z"	"http://www.nytimes.com/aponline/2015/04/06/world/europe/ap-eu-france-plane-crash.html"	"Lufthansa indicated Monday that it was under no obligation to report to Germany's national aviation authority the fact that Germanwings co-pilot Andreas Lubitz had suffered from depression before qualifying as a pilot several years ago."
"29"	"World"	"2015-04-06T14:41:14Z"	"http://www.nytimes.com/reuters/2015/04/06/world/americas/06reuters-ecopetrol-co-pipeline.html"	"Colombia's Cano Limon oil pipeline has been shut down following a bomb attack on Sunday evening, state-run oil company Ecopetrol said, adding that it did not expect exports to be disrupted."
"30"	"World"	"2015-04-06T14:39:03Z"	"http://www.nytimes.com/reuters/2015/04/06/world/europe/06reuters-usa-new-york-snowden-park.html"	"A group of anonymous artists erected a 4-foot-tall bronze statue of Edward Snowden, the former U.S. spy agency contractor famous for leaking classified information, in a New York City park overnight, officials said on Monday."
"31"	"World"	"2015-04-06T14:36:10Z"	"http://www.nytimes.com/aponline/2015/04/06/world/africa/ap-af-south-africa-teen.html"	"A South African teenager was taken off an airline flight because the 15-year-old girl was suspected to be leaving her home in Cape Town to join the Islamic State group, state security officials said Monday."
"32"	"World"	"2015-04-06T14:23:14Z"	"http://www.nytimes.com/reuters/2015/04/06/world/europe/06reuters-mideast-crisis-syria-release.html"	"Islamist insurgents have released 300 Kurdish men in the country's north who were taken captive on Sunday, a Kurdish official said on Monday."
"33"	"World"	"2015-04-06T13:55:01Z"	"http://www.nytimes.com/aponline/2015/04/06/world/americas/ap-cb-cuba-us.html"	"American hopes of opening an embassy in Havana before presidents Barack Obama and Raul Castro meet at a regional summit this week have been snarled in disputes about Cuba's presence on the U.S. list of state sponsors of terror and U.S. diplomats'..."
"34"	"World"	"2015-04-06T13:26:17Z"	"http://www.nytimes.com/reuters/2015/04/06/world/middleeast/06reuters-mideast-crisis-iraq-speicher.html"	"Iraqi forensic teams began on Monday excavating 12 suspected mass grave sites thought to hold the corpses of as many as 1,700 soldiers massacred last summer by Islamic State militants as they swept across northern Iraq."
"35"	"World"	"2015-04-06T13:26:13Z"	"http://www.nytimes.com/reuters/2015/04/06/world/americas/06reuters-canada-politics-duffy.html"	"A former ally of Canadian Prime Minister Stephen Harper goes on trial for fraud and bribery on Tuesday in a case that could  damage the governing Conservatives' chances of winning October's general election."
"36"	"World"	"2015-04-06T13:20:22Z"	"http://www.nytimes.com/reuters/2015/04/06/world/europe/06reuters-france-crash-lufthansa.html"	"Lufthansa said on Monday it was not required to inform German aviation authorities about Andreas Lubitz's former depression because he qualified as a pilot before stricter reporting rules went into effect in 2013."
"37"	"World"	"2015-04-06T13:07:14Z"	"http://www.nytimes.com/reuters/2015/04/06/world/middleeast/06reuters-iran-nuclear-sanctions.html"	"After Iran and world powers agreed last week to a framework deal on curbing Iran's nuclear programme in return for sanctions relief, Tehran and Washington seem to have different interpretations over how that will be done."
"38"	"World"	"2015-04-06T13:04:03Z"	"http://www.nytimes.com/reuters/2015/04/06/world/middleeast/06reuters-iran-nuclear-timeframe-whitehouse.html"	"The United States made clear on Monday that sanctions on Iran would have to be phased out gradually under a nuclear pact and President Barack Obama poured cold water on an Israeli demand that a deal be predicated on Tehran recognising Israel."
"39"	"World"	"2015-04-06T12:48:37Z"	"http://www.nytimes.com/aponline/2015/04/06/world/africa/ap-af-kenya-victim-profiles.html"	"He was a soccer player with a fighting spirit, a talented keyboard player with \"golden fingers\" who was intent on succeeding in life, his guardian said. But Bryson Mwakuleghwa, a 21-year-old student at Garissa University College in Kenya, never had..."
"40"	"World"	"2015-04-06T12:46:50Z"	"http://www.nytimes.com/reuters/2015/04/06/world/middleeast/06reuters-germany-security.html"	"The German government plans to spend millions of euros on boosting security at its embassies and consulates in crisis regions to provide greater protection from the threat of attacks by militants, Spiegel Online reported on Monday."
"41"	"World"	"2015-04-06T12:44:08Z"	"http://www.nytimes.com/reuters/2015/04/06/world/middleeast/06reuters-iran-nuclear-moniz.html"	"The United States and Iran are on the same page about the framework agreement for a nuclear deal agreed last week, U.S. Energy Secretary Ernest Moniz said on Monday, seeking to minimize differences in portrayals of the deal by both sides."
"42"	"World"	"2015-04-06T12:33:36Z"	"http://www.nytimes.com/aponline/2015/04/06/world/europe/ap-eu-poland-russia.html"	"A Polish news agency is reporting that the country plans to build six watchtowers along its border with Kaliningrad, a move that comes after Moscow said it will place state-of-the-art Iskander missiles in the Russia exclave."
"43"	"World"	"2015-04-06T12:23:57Z"	"http://www.nytimes.com/reuters/2015/04/06/world/asia/06reuters-bangldesh-storm.html"	"The death toll from high winds and heavy rain lashing northern Bangladesh rose to 41 after police and officials reported 17 more deaths in the past two days in storm damage, police and officials said on Monday."
"44"	"World"	"2015-04-06T11:54:14Z"	"http://www.nytimes.com/reuters/2015/04/06/world/middleeast/06reuters-iran-nuclear-russia-lavrov.html"	"An interim agreement between six world powers and Iran on Tehran's nuclear program will not lead to a new arms race, Russian Foreign Minister Sergei Lavrov said in remarks published on Monday."
"45"	"World"	"2015-04-06T11:49:21Z"	"http://www.nytimes.com/reuters/2015/04/06/world/europe/06reuters-turkey-twitter-comply.html"	"Twitter has complied with Turkey's request to remove images of an Istanbul prosecutor held at gunpoint by far-left militants and the block of access to is about to be lifted, a Turkish official told Reuters on Monday."
"46"	"World"	"2015-04-06T11:47:25Z"	"http://www.nytimes.com/reuters/2015/04/06/world/africa/06reuters-nigeria-violence-boko-haram.html"	"MAIDUGURI, Nigeria - Islamist Boko Haram militants disguised as preachers killed at least 24 people and wounded several others in an attack near a mosque in northeast Nigeria's Borno state, a military source and witness said on Monday."
"47"	"World"	"2015-04-06T11:43:29Z"	"http://www.nytimes.com/reuters/2015/04/06/world/asia/06reuters-bangladesh-warcrimes.html"	"Bangladesh's Supreme Court on Monday rejected an appeal to scrap the death sentence on a senior figure in the country's largest Islamist party for genocide and torture during the 1971 war of independence, sparking protests in which one student was..."
"48"	"World"	"2015-04-06T11:40:24Z"	"http://www.nytimes.com/aponline/2015/04/06/world/europe/ap-eu-spain-venezuela.html"	"Nineteen former leaders from Latin America and Spain are pressuring Venezuela to release opposition politicians who have been detained."
"49"	"World"	"2015-04-06T11:35:17Z"	"http://www.nytimes.com/aponline/2015/04/06/world/americas/ap-lt-chile-india-mountaineer-dies.html"	"A well-known mountaineer from India has been found dead in the Andes."
"50"	"World"	"2015-04-06T11:17:59Z"	"http://www.nytimes.com/reuters/2015/04/06/world/europe/06reuters-usa-california-exploitation.html"	"A federal grand jury has handed down new child sexual exploitation charges against a California man who investigators now suspect obtained sexually explicit images of more than 300 underage victims from the United States and worldwide."
"51"	"World"	"2015-04-06T10:52:59Z"	"http://www.nytimes.com/aponline/2015/04/06/world/asia/ap-as-afghan-floods.html"	"An Afghan official says at least five people have died in heavy flooding in the northern province of Baghlan."
"52"	"World"	"2015-04-06T10:51:02Z"	"http://www.nytimes.com/aponline/2015/04/06/world/middleeast/ap-ml-israel-iran.html"	"A senior Israeli government minister on Monday warned that taking military action against Iran's nuclear program is still an option — despite last week's framework deal between world powers and the Islamic Republic."
"53"	"World"	"2015-04-06T10:46:14Z"	"http://www.nytimes.com/reuters/2015/04/06/world/africa/06reuters-congodemocratic-grave.html"	"A rights group and an opposition lawmaker called on Monday on the government of Democratic Republic of Congo to investigate the late night burial of at least 421 bodies last month."
"54"	"World"	"2015-04-06T10:28:39Z"	"http://www.nytimes.com/reuters/2015/04/06/world/europe/06reuters-turkey-google.html"	"Google has seen reports that YouTube is blocked in Turkey and is working to restore its video-sharing service, a company spokesman said on Monday."
"55"	"World"	"2015-04-06T10:16:29Z"	"http://www.nytimes.com/reuters/2015/04/06/world/middleeast/06reuters-yemen-security-aid.html"	"Yemen's conflict is driving an already impoverished country towards humanitarian disaster, displacing tens of thousands of families and exposing many more to the threat of disease and malnutrition, the United Nations children's agency UNICEF said on..."
"56"	"World"	"2015-04-06T10:12:54Z"	"http://www.nytimes.com/reuters/2015/04/06/world/middleeast/06reuters-mideast-crisis-syria-kurds.html"	"Islamist insurgents have released 300 Kurdish men in the country's north who were taken captive on Sunday, a Kurdish official said on Monday."
"57"	"World"	"2015-04-06T10:12:00Z"	"http://www.nytimes.com/reuters/2015/04/06/world/middleeast/06reuters-mideast-crisis-airstrikes.html"	"U.S.-led forces targeted Islamic State militants in Iraq with eight air strikes and conducted five air strikes in Syria, the U.S. military said on Monday."
"58"	"World"	"2015-04-06T10:09:28Z"	"http://www.nytimes.com/reuters/2015/04/06/world/europe/06reuters-britain-defence-usa.html"	"Cuts to Britain's defense spending are emboldening Washington's adversaries on the global stage, John Bolton, former U.S. ambassador to the United Nations, said in a newspaper article on Monday, calling for a sharp rise in London's military..."
"59"	"World"	"2015-04-06T09:54:23Z"	"http://www.nytimes.com/reuters/2015/04/06/world/africa/06reuters-kenya-security-islamists.html"	"Kenya is compiling a list of people suspected to have joined Somali militant group al Shabaab or been radicalized by Islamists, a government source said on Monday."
"60"	"World"	"2015-04-06T09:41:39Z"	"http://www.nytimes.com/reuters/2015/04/06/world/middleeast/06reuters-israel-palestinians-settlements-insight.html"	"A day before his surprise election victory last month, Israeli Prime Minister Benjamin Netanyahu stood against the backdrop of a construction site in Har Homa, a towering settlement in the occupied West Bank, and pledged to go on building."
"61"	"World"	"2015-04-06T09:38:49Z"	"http://www.nytimes.com/aponline/2015/04/06/world/middleeast/ap-ml-saudi-raid.html"	"Saudi Arabia says a policeman was killed and three were wounded during a raid in an eastern, predominantly Shiite town."
"62"	"World"	"2015-04-06T09:34:28Z"	"http://www.nytimes.com/reuters/2015/04/06/world/middleeast/06reuters-malaysia-police.html"	"Seventeen suspected militants have been detained on suspicion of plotting to carry out attacks in Malaysia's capital city, Kuala Lumpur, the Malaysian police chief said on Monday."
"63"	"World"	"2015-04-06T09:34:26Z"	"http://sinosphere.blogs.nytimes.com/2015/04/06/kaifeng-china-jewish-roots-passover/"	"The Jewish population of Kaifeng has witnessed a surprising revival in recent years, a phenomenon all the more notable for the tolerant eye that the Chinese government, which does not count Judaism among state-sanctioned religions, seems to have..."
"64"	"World"	"2015-04-06T09:33:09Z"	"http://www.nytimes.com/aponline/2015/04/06/world/europe/ap-eu-spain-holy-week-photo-gallery.html"	"Holy Week is one of the biggest holiday periods in Spain but while many people flock to the beaches, many opt to see the colorful, daily religious processions that take place in towns and cities across the country."
"65"	"World"	"2015-04-06T09:31:58Z"	"http://www.nytimes.com/reuters/2015/04/06/world/middleeast/06reuters-israel-palestinians-gaza.html"	"Israel has cut back lumber shipments to the Gaza Strip, Palestinian importers said on Monday, adding to restrictions that could hamper housing reconstruction after last summer's war."
"66"	"World"	"2015-04-06T09:17:14Z"	"http://www.nytimes.com/reuters/2015/04/06/world/middleeast/06reuters-syria-crisis-russia-talks.html"	"Russia hosted talks involving the Syrian government and some opposition figures on Monday, but the main opposition group stayed away and little progress was expected towards ending the Middle East country's conflict."
"67"	"World"	"2015-04-06T09:10:13Z"	"http://www.nytimes.com/aponline/2015/04/06/world/asia/ap-as-china-labor-leaders.html"	"A new crop of labor leaders is emerging in China as migrant factory workers increasingly demand their rights and a fair share of the country's now-slowing economic boom."
"68"	"World"	"2015-04-06T08:55:47Z"	"http://www.nytimes.com/aponline/2015/04/06/world/europe/ap-eu-germany-easter-procession.html"	"Hundreds of riders in a Bavarian town have braved heavy snow for a traditional Easter Monday procession, taking their horses to a local church to receive blessings."
"69"	"World"	"2015-04-06T08:51:30Z"	"http://www.nytimes.com/reuters/2015/04/06/world/asia/06reuters-yemen-security-china.html"	"China has temporarily closed its embassy and consulate general in Yemen because of worsening security there, the Chinese foreign ministry said on Monday."
"70"	"World"	"2015-04-06T08:50:00Z"	"http://www.nytimes.com/reuters/2015/04/06/world/asia/06reuters-afghanistan-taliban.html"	"The head of Afghanistan's Taliban insurgents, Mullah Omar, is alive and in touch with current events, the group has said in a 5,000 word document released to mark his nineteenth year of leadership."
"71"	"World"	"2015-04-06T08:44:08Z"	"http://www.nytimes.com/reuters/2015/04/06/world/middleeast/06reuters-iran-nuclear-saudi.html"	"Saudi Arabia's cabinet said on Monday it welcomed an interim deal between Iran and world powers over Iran's disputed nuclear program and that it hoped a final deal would rid the region of weapons of mass destruction."
"72"	"World"	"2015-04-06T08:40:35Z"	"http://www.nytimes.com/reuters/2015/04/06/world/africa/06reuters-kenya-security-tourism.html"	"Hoteliers from Kenya's Indian Ocean coast region and sprawling game park reserves said tourists have started cancelling trips to the east African nation after Islamist gunmen last week killed 148 people at a university campus."
"73"	"World"	"2015-04-06T08:37:00Z"	"http://www.nytimes.com/aponline/2015/04/06/world/middleeast/ap-ml-iraq.html"	"Iraq's prime minister vowed on Monday to protect the people living in territories controlled by the Islamic State group from any retribution or rights violations when their lands are retaken by government forces."
"74"	"World"	"2015-04-06T08:19:49Z"	"http://www.nytimes.com/reuters/2015/04/06/world/asia/06reuters-pakistan-murder.html"	"A Pakistani man is suspected of killing his fiancé and nine of her relatives after the woman's family appeared reluctant to give her permission to marry, police said on Monday."
"75"	"World"	"2015-04-06T08:14:21Z"	"http://www.nytimes.com/aponline/2015/04/06/world/europe/ap-eu-turkey-social-media.html"	"Turkey blocked access to social networking sites Twitter and YouTube for several hours on Monday over photos showing a militant pointing a gun at a prosecutor who died last week in a failed hostage rescue operation. Turkey also threatened to ban..."
"76"	"World"	"2015-04-06T07:52:01Z"	"http://www.nytimes.com/reuters/2015/04/06/world/europe/06reuters-turkey-twitter-presidency.html"	"A Turkish prosecutor has sought a ban on social media sites after the publication last week of images of a fellow prosecutor being held at gun point by far-left militants, Turkey's presidential spokesman said on Monday."
"77"	"World"	"2015-04-06T07:47:07Z"	"http://www.nytimes.com/reuters/2015/04/06/world/asia/06reuters-sri-lanka-airlines.html"	"Sri Lanka's new government has ordered a criminal investigation into alleged corruption at the state-run national airline that it says involved \"billions of dollars\"."
"78"	"World"	"2015-04-06T07:37:12Z"	"http://www.nytimes.com/reuters/2015/04/06/world/africa/06reuters-religion-easter-pope-world.html"	"Pope Francis called on the world to give tangible help to persecuted Christians on Monday, highlighting the plight of people he described as modern \"martyrs\" after nearly 150 people were killed by Islamist militants in Kenya."
"79"	"World"	"2015-04-06T07:19:44Z"	"http://www.nytimes.com/reuters/2015/04/06/world/middleeast/06reuters-mideast-crisis-iraq.html"	"Iraqi Prime Minister Haider al-Abadi said the Baghdad government would work with Kurdish authorities to liberate the northern province of Nineveh from Islamic State militants."
"80"	"World"	"2015-04-06T07:16:45Z"	"http://www.nytimes.com/reuters/2015/04/06/world/middleeast/06reuters-mideast-crisis-syria-kidnapping.html"	"Islamist militants and fighters loyal to the Syrian government have made a rare prisoner swap, with insurgents releasing 25 women and children in exchange for one of their commanders, a monitoring group said on Monday."
"81"	"World"	"2015-04-06T07:14:44Z"	"http://www.nytimes.com/aponline/2015/04/06/world/europe/ap-france-mali-hostage.html"	"French special forces on Monday freed a Dutchman held hostage since being kidnapped in 2011 by extremists in Mali, the government said. There was no word on the fate of two men abducted at the same time."
"82"	"World"	"2015-04-06T07:07:23Z"	"http://www.nytimes.com/aponline/2015/04/06/world/europe/ap-eu-eastern-europe-defense-call.html"	"NATO aircraft scream across eastern European skies and American armored vehicles rumble near the border with Russia on a mission to reassure citizens that they're safe from Russian aggression."
"83"	"World"	"2015-04-06T07:04:37Z"	"http://www.nytimes.com/aponline/2015/04/06/world/middleeast/ap-ml-iran-nuclear-domestic-debate.html"	"As Iran's nuclear negotiators returned home with the framework of a deal with world powers, joyous revelers joked that \"still, there is no whiskey\" in the Islamic Republic, a jab at its theocratic government. But hard-liners here aren't laughing."
"84"	"World"	"2015-04-06T06:49:24Z"	"http://www.nytimes.com/aponline/2015/04/06/world/europe/ap-eu-rel-vatican-pope-todays-martyrs.html"	"Pope Francis on Monday again pressed the international community to do something about the killing of Christians in several parts of the world and not \"look the other way.\""
"85"	"World"	"2015-04-06T06:39:37Z"	"http://www.nytimes.com/reuters/2015/04/06/world/asia/06reuters-india-climatechange.html"	"Indian Prime Minister Narendra Modi signaled on Monday he would not bow to foreign pressure to commit to cuts in carbon emissions, instead pledging to use more clean energy and traditional methods to lead the fight against climate change."
"86"	"World"	"2015-04-06T06:35:37Z"	"http://www.nytimes.com/aponline/2015/04/06/world/asia/ap-as-asia-aviation-turmoil.html"	"For Asia's aviation industry, the growing pains have just begun."
"87"	"World"	"2015-04-06T06:33:51Z"	"http://www.nytimes.com/reuters/2015/04/06/world/africa/06reuters-mali-hostage.html"	"French commandos freed a Dutch hostage from an al Qaeda-linked group in Mali on Monday, more than three years after he was taken captive while on holiday with his wife, French and Dutch officials said."
"88"	"World"	"2015-04-06T06:29:48Z"	"http://www.nytimes.com/reuters/2015/04/06/world/europe/06reuters-turkey-hostage-britain.html"	"A British citizen was among those arrested in an operation against a far-left militant group in Turkey after its members last week took hostage a prosecutor who died when armed police tried to free him, local media said on Monday."
"89"	"World"	"2015-04-06T06:14:42Z"	"http://www.nytimes.com/aponline/2015/04/06/world/africa/ap-af-kenya-university-attack.html"	"Kenya launched airstrikes against Islamic militants in Somalia following an extremist attack on a Kenyan college, a military spokesman said."
"90"	"World"	"2015-04-06T06:05:25Z"	"http://www.nytimes.com/reuters/2015/04/06/world/asia/06reuters-philippines-rebels.html"	"Malaysian-led peace monitors have found that both the Philippine police and Muslim rebels were at fault for violating a ceasefire in a January clash in which 65 people were killed, the government's chief negotiator said on Monday."
"91"	"World"	"2015-04-06T05:59:12Z"	"http://www.nytimes.com/aponline/2015/04/06/world/europe/ap-eu-czech-us-ambassador.html"	"Czech President Milos Zeman and the U.S. ambassador are in a rare public dispute over Zeman's decision to attend a Russian military parade, and the country's prime minister and Czech lawmakers are siding with the American."
"92"	"World"	"2015-04-06T05:40:30Z"	"http://www.nytimes.com/aponline/2015/04/06/world/europe/ap-eu-ukraine.html"	"Ukrainian President Petro Poroshenko on Monday publicly lifted his objections to a referendum that could give more powers to the restive regions engulfed in more than a year of warfare, reversing his government's previous position. Russia-backed..."
"93"	"World"	"2015-04-06T05:34:56Z"	"http://www.nytimes.com/reuters/2015/04/06/world/asia/06reuters-southkorea-japan.html"	"South Korea condemned on Monday Japan's approval of textbooks that it said distorted history by claiming disputed islands, summoning Japan's ambassador and warning that the approval was a sign Japan was prepared to repeat its colonial wartime past."
"94"	"World"	"2015-04-06T05:30:40Z"	"http://www.nytimes.com/aponline/2015/04/06/world/asia/ap-as-vietnam-russia.html"	"Russia's Prime Minister Dmitry Medvedev said Monday that Vietnam is close to agreeing a free trade deal with the Russian-led Eurasian Economic Union."
"95"	"World"	"2015-04-06T05:28:56Z"	"http://www.nytimes.com/reuters/2015/04/06/world/africa/06reuters-kenya-security.html"	"The Kenyan air force has destroyed two al Shabaab camps in Somalia, it said on Monday, in the first major military response since the Islamist group massacred students at a Kenyan university last week."
"96"	"World"	"2015-04-06T05:28:56Z"	"http://www.nytimes.com/reuters/2015/04/06/world/06reuters-religion-easter-pope.html"	"Pope Francis prayed for an end to the persecution of Christians in his Easter Sunday address, commemorating the students massacred by Islamist militants at Garissa University in Kenya."
"97"	"World"	"2015-04-06T05:04:33Z"	"http://www.nytimes.com/reuters/2015/04/06/world/africa/06reuters-kenya-security-military.html"	"The Kenyan air force has destroyed two al Shabaab camps in Somalia, it said on Monday, in the first major military response since the Islamist group massacred students at a Kenyan university last week."
"98"	"World"	"2015-04-06T05:00:35Z"	"http://www.nytimes.com/reuters/2015/04/06/world/middleeast/06reuters-yemen-security-mukalla.html"	"Southern Yemeni militias backed by warplanes from a Saudi-led coalition attacked Houthi fighters across several provinces in south Yemen on Monday, driving the Shi'ite rebel forces from some of their positions, witnesses and militia sources said."
"99"	"World"	"2015-04-06T04:59:13Z"	"http://www.nytimes.com/aponline/2015/04/06/world/middleeast/ap-ml-jordan.html"	"Jordan's military says a training propeller airplane has crashed during a routine flight, killing two pilots onboard."
"100"	"World"	"2015-04-06T04:48:06Z"	"http://www.nytimes.com/reuters/2015/04/06/world/middleeast/06reuters-yemen-security.html"	"Southern Yemeni militias backed by warplanes from a Saudi-led coalition attacked Houthi fighters across several provinces in south Yemen on Monday, driving the Shi'ite rebel forces from some of their positions, witnesses and militia sources said."
"101"	"World"	"2015-04-06T04:45:18Z"	"http://www.nytimes.com/aponline/2015/04/06/world/middleeast/ap-ml-israel-palestinians.html"	"The Israeli military has placed a female Palestinian legislator under detention for six months without trial, a lawyer for the lawmaker said Monday."
